date_pick_up,time_pick_up,trap_id,bait_type,trap_type,species,number_individuals,rainfall_setup_date_mm,rainfall_pickup_date_mm,habitat
11/14/17,9:04:00,AT7,Human,AT,Canthon brunneus,4,0.2,0,Flood Plain
11/14/17,9:04:00,AT7,Human,AT,Canthon sp aff angustatus,4,0.2,0,Flood Plain
11/14/17,9:04:00,AT7,Human,AT,Canthon coloratus,1,0.2,0,Flood Plain
11/14/17,9:04:00,PT7,Human,PT,Canthon luteicollis,1,0.2,0,Flood Plain
11/14/17,9:04:00,PT7,Human,PT,Canthon fulgidus,1,0.2,0,Flood Plain
11/14/17,9:04:00,PT7,Human,PT,Eurysternus hamaticollis,2,0.2,0,Flood Plain
11/14/17,9:04:00,PT7,Human,PT,Eurysternus caribaeus,3,0.2,0,Flood Plain
11/14/17,9:04:00,PT7,Human,PT,Eurysternus hypocrita,1,0.2,0,Flood Plain
11/14/17,9:04:00,PT7,Human,PT,Dichotomius prietoi,2,0.2,0,Flood Plain
11/14/17,9:04:00,PT7,Human,PT,Dichotomius lucasi,1,0.2,0,Flood Plain
11/14/17,9:04:00,PT7,Human,PT,Canthidium bicolor,6,0.2,0,Flood Plain
11/14/17,9:04:00,PT7,Human,PT,Canthidium sp aff cupreum,18,0.2,0,Flood Plain
11/14/17,9:04:00,PT7,Human,PT,Canthidium cf onitoides,2,0.2,0,Flood Plain
11/14/17,9:04:00,PT7,Human,PT,Onthophagus haematopus,7,0.2,0,Flood Plain
11/14/17,9:04:00,PT7,Human,PT,Scybalocanthon aereus,1,0.2,0,Flood Plain
11/14/17,9:04:00,PT7,Human,PT,Canthon aequinoctialis,3,0.2,0,Flood Plain
11/14/17,9:04:00,PT7,Human,PT,Onthophagus rubrescens,1,0.2,0,Flood Plain
11/14/17,9:04:00,PT7,Human,PT,Canthon sp aff angustatus,2,0.2,0,Flood Plain
11/14/17,9:04:00,PT7,Human,PT,Canthon brunneus,1,0.2,0,Flood Plain
11/14/17,9:04:00,PT7,Human,PT,Sylvicanthon bridarollii,1,0.2,0,Flood Plain
11/14/17,9:04:00,PT7,Human,PT,Canthidium discolor,3,0.2,0,Flood Plain
11/14/17,9:04:00,PT7,Human,PT,Onthophagus onorei,2,0.2,0,Flood Plain
11/14/17,9:04:00,PT7,Human,PT,Canthonella sp A,1,0.2,0,Flood Plain
11/14/17,9:04:00,PT7,Human,PT,Canthidium basipunctatum,1,0.2,0,Flood Plain
11/14/17,9:16:00,AT8,Human,AT,Canthon sp aff quadriguttatus,6,0.2,0,Flood Plain
11/14/17,9:16:00,AT8,Human,AT,Canthon brunneus,9,0.2,0,Flood Plain
11/14/17,9:16:00,AT8,Human,AT,Canthon sp aff angustatus,1,0.2,0,Flood Plain
11/14/17,9:16:00,AT8,Human,AT,Canthon coloratus,2,0.2,0,Flood Plain
11/14/17,9:16:00,PT8,Human,PT,Dichotomius robustus,1,0.2,0,Flood Plain
11/14/17,9:16:00,PT8,Human,PT,Sylvicanthon bridarollii,9,0.2,0,Flood Plain
11/14/17,9:16:00,PT8,Human,PT,Canthon aequinoctialis,3,0.2,0,Flood Plain
11/14/17,9:16:00,PT8,Human,PT,Eurysternus hamaticollis,2,0.2,0,Flood Plain
11/14/17,9:16:00,PT8,Human,PT,Onthophagus rubrescens,4,0.2,0,Flood Plain
11/14/17,9:16:00,PT8,Human,PT,Canthon quinquemaculatus,2,0.2,0,Flood Plain
11/14/17,9:16:00,PT8,Human,PT,Canthon chiriguano,3,0.2,0,Flood Plain
11/14/17,9:16:00,PT8,Human,PT,Canthidium globulum,1,0.2,0,Flood Plain
11/14/17,9:16:00,PT8,Human,PT,Scybalocanthon aereus,1,0.2,0,Flood Plain
11/14/17,9:25:00,AT9,Human,AT,Canthon sp aff quadriguttatus,22,0.2,0,Flood Plain
11/14/17,9:25:00,AT9,Human,AT,Canthon brunneus,11,0.2,0,Flood Plain
11/14/17,9:25:00,AT9,Human,AT,Canthon femoralis bimaculatus,2,0.2,0,Flood Plain
11/14/17,9:25:00,AT9,Human,AT,Canthon sp aff angustatus,5,0.2,0,Flood Plain
11/14/17,9:25:00,AT9,Human,AT,Canthon subhyalinus,3,0.2,0,Flood Plain
11/14/17,9:25:00,PT9,Human,PT,Canthon aequinoctialis,11,0.2,0,Flood Plain
11/14/17,9:25:00,PT9,Human,PT,Sylvicanthon bridarollii,15,0.2,0,Flood Plain
11/14/17,9:25:00,PT9,Human,PT,Canthidium sp aff cupreum,1,0.2,0,Flood Plain
11/14/17,9:25:00,PT9,Human,PT,Onthophagus rubrescens,1,0.2,0,Flood Plain
11/14/17,9:25:00,PT9,Human,PT,Dichotomius melzeri,1,0.2,0,Flood Plain
11/14/17,9:25:00,PT9,Human,PT,Canthon monilifer,1,0.2,0,Flood Plain
11/14/17,9:25:00,PT9,Human,PT,Oxysternon lautum,1,0.2,0,Flood Plain
11/14/17,9:25:00,PT9,Human,PT,Phanaeus cambeforti,1,0.2,0,Flood Plain
11/14/17,9:25:00,PT9,Human,PT,Dichotomius mamillatus,1,0.2,0,Flood Plain
11/14/17,9:25:00,PT9,Human,PT,Canthon quinquemaculatus,3,0.2,0,Flood Plain
11/14/17,9:25:00,PT9,Human,PT,Canthidium globulum,1,0.2,0,Flood Plain
11/14/17,9:25:00,PT9,Human,PT,Canthon sp aff angustatus,1,0.2,0,Flood Plain
11/15/17,8:35:00,PT7,Human,PT,Canthon aequinoctialis,1,0.2,0,Flood Plain
11/15/17,8:35:00,PT7,Human,PT,Eurysternus sp nov A,5,0.2,0,Flood Plain
11/15/17,8:35:00,PT7,Human,PT,Eurysternus hamaticollis,2,0.2,0,Flood Plain
11/15/17,8:35:00,PT7,Human,PT,Dichotomius prietoi,1,0.2,0,Flood Plain
11/15/17,8:35:00,PT7,Human,PT,Sylvicanthon bridarollii,1,0.2,0,Flood Plain
11/15/17,8:35:00,PT7,Human,PT,Canthidium sp aff cupreum,2,0.2,0,Flood Plain
11/15/17,8:35:00,PT7,Human,PT,Canthon monilifer,1,0.2,0,Flood Plain
11/15/17,8:35:00,PT7,Human,PT,Canthidium histrio,1,0.2,0,Flood Plain
11/15/17,8:35:00,PT7,Human,PT,Onthophagus sp,12,0.2,0,Flood Plain
11/15/17,8:41:00,AT8,Human,AT,Canthon sp aff quadriguttatus,10,0.2,0,Flood Plain
11/15/17,8:41:00,AT8,Human,AT,Canthon femoralis bimaculatus,8,0.2,0,Flood Plain
11/15/17,8:41:00,AT8,Human,AT,Canthon brunneus,8,0.2,0,Flood Plain
11/15/17,8:55:00,AT9,Human,AT,Canthon aequinoctialis,1,0.2,0,Flood Plain
11/15/17,8:55:00,AT9,Human,AT,Canthon coloratus,2,0.2,0,Flood Plain
11/15/17,8:55:00,AT9,Human,AT,Canthon sp aff angustatus,2,0.2,0,Flood Plain
11/15/17,8:55:00,AT9,Human,AT,Canthon brunneus,5,0.2,0,Flood Plain
11/15/17,8:55:00,AT9,Human,AT,Canthon sp aff quadriguttatus,11,0.2,0,Flood Plain
11/15/17,8:55:00,AT9,Human,AT,Canthon femoralis bimaculatus,10,0.2,0,Flood Plain
11/15/17,8:55:00,AT9,Human,AT,Canthon sp B,1,0.2,0,Flood Plain
11/15/17,8:55:00,AT9,Human,AT,Canthon subhyalinus,2,0.2,0,Flood Plain
11/15/17,8:55:00,PT9,Human,PT,Deltochilum amazonicum,1,0.2,0,Flood Plain
11/15/17,8:55:00,PT9,Human,PT,Canthon fulgidus,1,0.2,0,Flood Plain
11/15/17,8:55:00,PT9,Human,PT,Canthon aequinoctialis,12,0.2,0,Flood Plain
11/15/17,8:55:00,PT9,Human,PT,Dichotomius robustus,1,0.2,0,Flood Plain
11/15/17,8:55:00,PT9,Human,PT,Dichotomius batesi,2,0.2,0,Flood Plain
11/15/17,8:55:00,PT9,Human,PT,Sylvicanthon bridarollii,15,0.2,0,Flood Plain
11/15/17,8:55:00,PT9,Human,PT,Eurysternus hamaticollis,1,0.2,0,Flood Plain
11/15/17,8:55:00,PT9,Human,PT,Eurysternus sp nov A,3,0.2,0,Flood Plain
11/15/17,8:55:00,PT9,Human,PT,Onthophagus haematopus,1,0.2,0,Flood Plain
6/9/18,8:00:00,AT3,Human,AT,Canthon femoralis bimaculatus,2,0.5,0.4,Terra Firme
6/9/18,8:00:00,AT3,Human,AT,Canthon sp aff angustatus,2,0.5,0.4,Terra Firme
6/9/18,8:00:00,AT3,Human,AT,Canthon brunneus,1,0.5,0.4,Terra Firme
6/9/18,8:00:00,PT3,Human,PT,Phanaeus cambeforti,3,0.5,0.4,Terra Firme
6/9/18,8:00:00,PT3,Human,PT,Phanaeus chalcomelas,1,0.5,0.4,Terra Firme
6/9/18,8:00:00,PT3,Human,PT,Dichotomius batesi,1,0.5,0.4,Terra Firme
6/9/18,8:00:00,PT3,Human,PT,Scybalocanthon sp,2,0.5,0.4,Terra Firme
6/9/18,8:00:00,PT3,Human,PT,Onthophagus onorei,9,0.5,0.4,Terra Firme
6/9/18,8:00:00,PT3,Human,PT,Onthophagus ophion,1,0.5,0.4,Terra Firme
6/9/18,8:00:00,PT3,Human,PT,Onthophagus sp,1,0.5,0.4,Terra Firme
6/9/18,8:07:00,PT5,Human,PT,Eurysternus foedus,1,0.5,0.4,Terra Firme
6/9/18,8:07:00,PT5,Human,PT,Dichotomius worontzowi,2,0.5,0.4,Terra Firme
6/9/18,8:07:00,PT5,Human,PT,Canthon luteicollis,1,0.5,0.4,Terra Firme
6/9/18,8:07:00,PT5,Human,PT,Scybalocanthon aereus,1,0.5,0.4,Terra Firme
6/9/18,8:07:00,PT5,Human,PT,Phanaeus cambeforti,2,0.5,0.4,Terra Firme
6/9/18,8:56:00,AT1,Human,AT,Canthon sp,3,0.5,0.4,Terra Firme
6/9/18,8:56:00,PT1,Human,PT,Canthon sp aff quadriguttatus,1,0.5,0.4,Terra Firme
6/9/18,8:56:00,PT1,Human,PT,Canthidium sp aff cupreum,6,0.5,0.4,Terra Firme
6/9/18,8:56:00,PT1,Human,PT,Dichotomius batesi,1,0.5,0.4,Terra Firme
6/9/18,8:56:00,PT1,Human,PT,Onthophagus onorei,19,0.5,0.4,Terra Firme
6/9/18,8:56:00,PT1,Human,PT,Onthophagus sp,5,0.5,0.4,Terra Firme
6/9/18,8:56:00,PT1,Human,PT,Canthidium bicolor,1,0.5,0.4,Terra Firme
6/9/18,8:56:00,PT1,Human,PT,Pseudocanthon xanthurus,1,0.5,0.4,Terra Firme
6/9/18,8:56:00,PT1,Human,PT,Ateuchus cf pygidialis,1,0.5,0.4,Terra Firme
6/9/18,8:08:00,PT6,Human,PT,Onthophagus onorei,33,0.5,0.4,Terra Firme
6/9/18,8:08:00,PT6,Human,PT,Phanaeus cambeforti,1,0.5,0.4,Terra Firme
6/9/18,8:08:00,PT6,Human,PT,Eurysternus hypocrita,3,0.5,0.4,Terra Firme
6/9/18,8:08:00,PT6,Human,PT,Scybalocanthon sp,3,0.5,0.4,Terra Firme
6/9/18,8:08:00,PT6,Human,PT,Canthidium sp aff cupreum,1,0.5,0.4,Terra Firme
6/9/18,8:08:00,PT6,Human,PT,Onthophagus ophion,3,0.5,0.4,Terra Firme
6/9/18,8:08:00,PT6,Human,PT,Ateuchus aeneomicans,1,0.5,0.4,Terra Firme
6/9/18,8:08:00,PT6,Human,PT,Onthophagus sp,3,0.5,0.4,Terra Firme
6/9/18,8:08:00,PT6,Human,PT,Canthon sp aff angustatus,1,0.5,0.4,Terra Firme
6/9/18,8:08:00,PT6,Human,PT,Scybalocanthon sp C,1,0.5,0.4,Terra Firme
6/9/18,8:08:00,PT6,Human,PT,Canthidium sp aff deyrollei,3,0.5,0.4,Terra Firme
6/10/18,8:26:00,AT3,Human,AT,Canthon femoralis bimaculatus,2,0.5,0.1,Terra Firme
6/10/18,8:26:00,AT3,Human,AT,Canthon sp aff quadriguttatus,3,0.5,0.1,Terra Firme
6/10/18,8:26:00,AT3,Human,AT,Canthon sp aff angustatus,2,0.5,0.1,Terra Firme
6/10/18,8:26:00,PT3,Human,PT,Canthidium sp aff cupreum,7,0.5,0.1,Terra Firme
6/10/18,8:26:00,PT3,Human,PT,Canthon luteicollis,2,0.5,0.1,Terra Firme
6/10/18,8:26:00,PT3,Human,PT,Scybalocanthon sp C,2,0.5,0.1,Terra Firme
6/10/18,8:26:00,PT3,Human,PT,Canthidium gerstaeckeri,1,0.5,0.1,Terra Firme
6/10/18,8:26:00,PT3,Human,PT,Phanaeus cambeforti,2,0.5,0.1,Terra Firme
6/10/18,8:26:00,PT3,Human,PT,Canthidium bicolor,4,0.5,0.1,Terra Firme
6/10/18,8:26:00,PT3,Human,PT,Onthophagus onorei,2,0.5,0.1,Terra Firme
6/10/18,8:26:00,PT3,Human,PT,Canthon sp aff angustatus,1,0.5,0.1,Terra Firme
6/10/18,8:26:00,PT3,Human,PT,Canthon semiopacus,1,0.5,0.1,Terra Firme
6/10/18,8:44:00,PT5,Human,PT,Canthidium sp aff gerstaeckeri,1,0.5,0.1,Terra Firme
6/10/18,8:44:00,PT5,Human,PT,Canthon aequinoctialis,1,0.5,0.1,Terra Firme
6/10/18,8:44:00,PT5,Human,PT,Canthon luteicollis,2,0.5,0.1,Terra Firme
6/10/18,8:44:00,PT5,Human,PT,Scybalocanthon aereus,1,0.5,0.1,Terra Firme
6/10/18,8:44:00,PT5,Human,PT,Canthon sp aff angustatus,2,0.5,0.1,Terra Firme
6/10/18,8:44:00,PT5,Human,PT,Onthophagus rubrescens,1,0.5,0.1,Terra Firme
6/10/18,8:44:00,PT5,Human,PT,Uroxys sp D,1,0.5,0.1,Terra Firme
6/10/18,8:44:00,PT5,Human,PT,Canthidium sp T,1,0.5,0.1,Terra Firme
6/10/18,8:44:00,PT5,Human,PT,No ID,1,0.5,0.1,Terra Firme
6/10/18,8:44:00,AT5,Human,AT,Canthon sp aff quadriguttatus,1,0.5,0.1,Terra Firme
6/10/18,8:44:00,AT5,Human,AT,Canthon sp aff angustatus,1,0.5,0.1,Terra Firme
6/10/18,9:22:00,AT1,Human,AT,Canthon sp aff quadriguttatus,1,0.5,0.1,Terra Firme
6/10/18,9:22:00,AT1,Human,AT,Canthon femoralis bimaculatus,2,0.5,0.1,Terra Firme
6/10/18,9:22:00,AT1,Human,AT,Canthon sp aff angustatus,1,0.5,0.1,Terra Firme
6/10/18,9:22:00,AT1,Human,AT,No ID,1,0.5,0.1,Terra Firme
6/10/18,9:22:00,PT1,Human,PT,Coprophanaeus lancifer,1,0.5,0.1,Terra Firme
6/10/18,9:22:00,PT1,Human,PT,Sulcophanaeus faunus,1,0.5,0.1,Terra Firme
6/10/18,9:22:00,PT1,Human,PT,Dichotomius melzeri,2,0.5,0.1,Terra Firme
6/10/18,9:22:00,PT1,Human,PT,Phanaeus chalcomelas,1,0.5,0.1,Terra Firme
6/10/18,9:22:00,PT1,Human,PT,Canthon brunneus,2,0.5,0.1,Terra Firme
6/10/18,9:22:00,PT1,Human,PT,Canthon aequinoctialis,1,0.5,0.1,Terra Firme
6/10/18,9:22:00,PT1,Human,PT,Scybalocanthon sp K,2,0.5,0.1,Terra Firme
6/10/18,9:22:00,PT1,Human,PT,Onthophagus rubrescens,9,0.5,0.1,Terra Firme
6/10/18,9:22:00,PT1,Human,PT,Canthidium sp aff cupreum,3,0.5,0.1,Terra Firme
6/10/18,9:22:00,PT1,Human,PT,Onthophagus haematopus,1,0.5,0.1,Terra Firme
6/10/18,9:22:00,PT1,Human,PT,Canthidium bicolor,1,0.5,0.1,Terra Firme
6/10/18,9:22:00,PT1,Human,PT,Canthidium sp,2,0.5,0.1,Terra Firme
6/10/18,9:22:00,PT1,Human,PT,Onthophagus onorei,4,0.5,0.1,Terra Firme
6/13/18,10:16:00,PT2,Human,PT,Canthon aequinoctialis,2,0,,Terra Firme
6/13/18,10:16:00,PT2,Human,PT,Phanaeus bispinus,1,0,4.6,Terra Firme
6/13/18,10:16:00,PT2,Human,PT,Dichotomius conicollis,1,0,4.6,Terra Firme
6/13/18,10:16:00,PT2,Human,PT,Dichotomius ohausi,1,0,4.6,Terra Firme
6/13/18,10:16:00,PT2,Human,PT,Canthidium sp aff cupreum,1,0,4.6,Terra Firme
6/13/18,10:16:00,PT2,Human,PT,Canthon sp aff angustatus,5,0,4.6,Terra Firme
6/13/18,10:16:00,PT2,Human,PT,Onthophagus xanthomerus,2,0,4.6,Terra Firme
6/13/18,10:16:00,PT2,Human,PT,Onthophagus haematopus,1,0,4.6,Terra Firme
6/13/18,10:16:00,PT2,Human,PT,Onthophagus onorei,2,0,4.6,Terra Firme
6/13/18,10:16:00,PT2,Human,PT,Uroxys sp K,1,0,4.6,Terra Firme
6/13/18,10:16:00,PT2,Human,PT,Onthophagus sp,1,0,4.6,Terra Firme
6/13/18,9:20:00,PT4,Human,PT,Canthon luteicollis,7,0,4.6,Terra Firme
6/13/18,9:20:00,PT4,Human,PT,Canthon aequinoctialis,2,0,4.6,Terra Firme
6/13/18,9:20:00,PT4,Human,PT,Scybalocanthon sp C,3,0,4.6,Terra Firme
6/13/18,9:20:00,PT4,Human,PT,Canthidium sp aff cupreum,4,0,4.6,Terra Firme
6/13/18,9:20:00,PT4,Human,PT,Canthon bicolor,4,0,4.6,Terra Firme
6/13/18,9:20:00,PT4,Human,PT,Phanaeus cambeforti,2,0,4.6,Terra Firme
6/13/18,9:20:00,PT4,Human,PT,Eurysternus wittmerorum,2,0,4.6,Terra Firme
6/13/18,9:20:00,PT4,Human,PT,Canthidium cf onitoides,2,0,4.6,Terra Firme
6/13/18,9:20:00,PT4,Human,PT,Ateuchus sp H,4,0,4.6,Terra Firme
6/13/18,9:20:00,PT4,Human,PT,Onthophagus xanthomerus,1,0,4.6,Terra Firme
6/13/18,9:20:00,PT4,Human,PT,Onthophagus onorei,4,0,4.6,Terra Firme
6/13/18,9:20:00,PT4,Human,PT,Onthophagus sp,2,0,4.6,Terra Firme
6/13/18,9:20:00,PT4,Human,PT,Onthophagus haematopus,36,0,4.6,Terra Firme
6/13/18,9:20:00,PT4,Human,PT,Onthophagus rubrescens,1,0,4.6,Terra Firme
6/13/18,9:20:00,PT4,Human,PT,Uroxys sp D,1,0,4.6,Terra Firme
6/13/18,10:16:00,AT2,Human,AT,Canthon sp aff quadriguttatus,6,0,4.6,Terra Firme
6/13/18,10:16:00,AT2,Human,AT,Canthon femoralis bimaculatus,1,0,4.6,Terra Firme
6/13/18,9:30:00,AT3,Human,AT,Canthon sp aff angustatus,2,0,4.6,Terra Firme
6/13/18,9:30:00,AT3,Human,AT,Canthon femoralis bimaculatus,2,0,4.6,Terra Firme
6/13/18,9:50:00,PT6,Human,PT,Dichotomius batesi,2,0,4.6,Terra Firme
6/13/18,9:50:00,PT6,Human,PT,Dichotomius worontzowi,2,0,4.6,Terra Firme
6/13/18,9:50:00,PT6,Human,PT,Deltochilum carinatum,2,0,4.6,Terra Firme
6/13/18,9:50:00,PT6,Human,PT,Dichotomius conicollis,1,0,4.6,Terra Firme
6/13/18,9:50:00,PT6,Human,PT,Onthophagus onorei,2,0,4.6,Terra Firme
6/13/18,9:50:00,PT6,Human,PT,Canthidium bicolor,1,0,4.6,Terra Firme
6/13/18,9:50:00,PT6,Human,PT,Dichotomius ohausi,2,0,4.6,Terra Firme
6/13/18,9:50:00,AT6,Human,AT,Canthon sp aff quadriguttatus,1,0,4.6,Terra Firme
6/13/18,9:50:00,AT6,Human,AT,Canthon sp aff angustatus,2,0,4.6,Terra Firme
6/13/18,9:46:00,PT5,Human,PT,Phanaeus chalcomelas,2,0,4.6,Terra Firme
6/13/18,9:46:00,PT5,Human,PT,Phanaeus cambeforti,1,0,4.6,Terra Firme
6/13/18,9:46:00,PT5,Human,PT,Canthon aequinoctialis,3,0,4.6,Terra Firme
6/13/18,9:46:00,PT5,Human,PT,Canthidium sp aff cupreum,1,0,4.6,Terra Firme
6/13/18,9:46:00,PT5,Human,PT,Canthidium bicolor,3,0,4.6,Terra Firme
6/13/18,9:46:00,PT5,Human,PT,Onthophagus onorei,1,0,4.6,Terra Firme
6/13/18,9:46:00,PT5,Human,PT,Onthophagus rubrescens,4,0,4.6,Terra Firme
6/13/18,9:46:00,PT5,Human,PT,Onthophagus haematopus,7,0,4.6,Terra Firme
6/13/18,9:46:00,PT5,Human,PT,Scybalocanthon sp C,2,0,4.6,Terra Firme
6/13/18,9:46:00,PT5,Human,PT,Deltochilum sp aff komareki,1,0,4.6,Terra Firme
6/13/18,9:46:00,PT5,Human,PT,Ateuchus sp E,1,0,4.6,Terra Firme
6/13/18,9:46:00,PT5,Human,PT,Uroxys sp D,2,0,4.6,Terra Firme
6/13/18,9:46:00,PT5,Human,PT,Canthon luteicollis,1,0,4.6,Terra Firme
6/13/18,9:46:00,PT5,Human,PT,Canthidium gerstaeckeri,3,0,4.6,Terra Firme
6/13/18,9:46:00,PT5,Human,PT,No ID,2,0,4.6,Terra Firme
6/13/18,9:30:00,PT1,Human,PT,Canthidium sp aff cupreum,2,0,4.6,Terra Firme
6/13/18,9:30:00,PT1,Human,PT,Canthidium bicolor,1,0,4.6,Terra Firme
6/13/18,9:30:00,PT1,Human,PT,Onthophagus onorei,2,0,4.6,Terra Firme
6/13/18,9:30:00,PT1,Human,PT,Onthophagus haematopus,1,0,4.6,Terra Firme
6/13/18,9:30:00,PT1,Human,PT,Onthophagus sp,1,0,4.6,Terra Firme
6/13/18,9:30:00,PT1,Human,PT,Canthon sp aff angustatus,1,0,4.6,Terra Firme
6/13/18,9:30:00,PT1,Human,PT,Scybalocanthon sp C,1,0,4.6,Terra Firme
6/13/18,9:30:00,PT1,Human,PT,Dichotomius conicollis,3,0,4.6,Terra Firme
6/13/18,9:30:00,PT1,Human,PT,Dichotomius mamillatus,1,0,4.6,Terra Firme
6/13/18,9:30:00,PT1,Human,PT,Deltochilum sp aff komareki,1,0,4.6,Terra Firme
6/13/18,9:30:00,PT1,Human,PT,No ID,2,0,4.6,Terra Firme
6/13/18,9:30:00,PT3,Human,PT,Eurysternus hypocrita,2,0,4.6,Terra Firme
6/13/18,9:30:00,PT3,Human,PT,Eurysternus vastiorum,2,0,4.6,Terra Firme
6/13/18,9:30:00,PT3,Human,PT,Canthidium sp aff cupreum,5,0,4.6,Terra Firme
6/13/18,9:30:00,PT3,Human,PT,Canthon semiopacus,2,0,4.6,Terra Firme
6/13/18,9:30:00,PT3,Human,PT,Canthon aequinoctialis,2,0,4.6,Terra Firme
6/13/18,9:30:00,PT3,Human,PT,Canthon luteicollis,3,0,4.6,Terra Firme
6/13/18,9:30:00,PT3,Human,PT,Canthon sp aff angustatus,2,0,4.6,Terra Firme
6/13/18,9:30:00,PT3,Human,PT,Canthon brunneus,2,0,4.6,Terra Firme
6/13/18,9:30:00,PT3,Human,PT,Canthidium sp aff gerstaeckeri,2,0,4.6,Terra Firme
6/13/18,9:30:00,PT3,Human,PT,Canthidium bicolor,4,0,4.6,Terra Firme
6/13/18,9:30:00,PT3,Human,PT,Canthidium sp aff funebre,2,0,4.6,Terra Firme
6/13/18,9:30:00,PT3,Human,PT,Canthidium sp,2,0,4.6,Terra Firme
6/13/18,9:30:00,PT3,Human,PT,Scybalocanthon sexipilotos,1,0,4.6,Terra Firme
6/13/18,9:30:00,PT3,Human,PT,Phanaeus cambeforti,6,0,4.6,Terra Firme
6/13/18,9:30:00,PT3,Human,PT,Phanaeus chalcomelas,2,0,4.6,Terra Firme
6/13/18,9:30:00,PT3,Human,PT,Ateuchus striatulus,1,0,4.6,Terra Firme
6/13/18,9:30:00,PT3,Human,PT,Onthophagus rubrescens,20,0,4.6,Terra Firme
6/13/18,9:30:00,PT3,Human,PT,Onthophagus xanthomerus,1,0,4.6,Terra Firme
6/13/18,9:30:00,PT3,Human,PT,Onthophagus onorei,7,0,4.6,Terra Firme
6/13/18,9:30:00,PT3,Human,PT,Onthophagus haematopus,27,0,4.6,Terra Firme
6/13/18,9:30:00,AT1,Human,AT,Canthon sp aff angustatus,1,0,4.6,Terra Firme
6/14/18,9:30:00,PT1,Human,PT,Dichotomius worontzowi,1,0,0.6,Terra Firme
6/14/18,9:30:00,PT1,Human,PT,Ateuchus sp,1,0,0.6,Terra Firme
6/14/18,9:46:00,PT5,Human,PT,Onthophagus rubrescens,2,0,0.6,Terra Firme
6/14/18,9:46:00,PT5,Human,PT,Canthidium sp,1,0,0.6,Terra Firme
6/14/18,9:41:00,PT2,Human,PT,Phanaeus cambeforti,2,0,0.6,Terra Firme
6/14/18,9:41:00,PT2,Human,PT,Deltochilum sp aff komareki,1,0,0.6,Terra Firme
6/14/18,9:41:00,PT2,Human,PT,Onthophagus xanthomerus,1,0,0.6,Terra Firme
6/14/18,9:41:00,PT2,Human,PT,Onthophagus onorei,1,0,0.6,Terra Firme
6/14/18,9:41:00,PT2,Human,PT,Dichotomius conicollis,3,0,0.6,Terra Firme
6/14/18,9:30:00,PT3,Human,PT,Canthon aequinoctialis,1,0,0.6,Terra Firme
6/14/18,9:30:00,PT3,Human,PT,Eurysternus hamaticollis,1,0,0.6,Terra Firme
6/14/18,9:30:00,PT3,Human,PT,Onthophagus rubrescens,3,0,0.6,Terra Firme
6/14/18,9:30:00,PT3,Human,PT,Onthophagus onorei,1,0,0.6,Terra Firme
6/14/18,9:30:00,PT3,Human,PT,Ateuchus sp,1,0,0.6,Terra Firme
6/14/18,9:37:00,AT4,Human,AT,Eurysternus vastiorum,1,0,0.6,Terra Firme
6/14/18,9:30:00,AT3,Human,AT,Canthon femoralis bimaculatus,1,0,0.6,Terra Firme
6/14/18,9:41:00,AT2,Human,AT,Canthon sp aff quadriguttatus,2,0,0.6,Terra Firme
6/21/18,14:08:00,PT9,Human,PT,Ateuchus sp,9,0,0,Flood Plain
6/21/18,14:08:00,PT9,Human,PT,Ateuchus sp D,4,0,0,Flood Plain
6/21/18,14:08:00,PT9,Human,PT,Dichotomius prietoi,1,0,0,Flood Plain
6/21/18,14:08:00,PT9,Human,PT,Dichotomius conicollis,1,0,0,Flood Plain
6/21/18,14:08:00,PT9,Human,PT,Eurysternus sp,2,0,0,Flood Plain
6/21/18,14:08:00,PT9,Human,PT,Eurysternus sp nov A,9,0,0,Flood Plain
6/21/18,14:08:00,PT9,Human,PT,Canthon aequinoctialis,5,0,0,Flood Plain
6/21/18,14:08:00,PT9,Human,PT,Sylvicanthon bridarollii,13,0,0,Flood Plain
6/21/18,14:08:00,PT9,Human,PT,Canthon monilifer,2,0,0,Flood Plain
6/21/18,14:08:00,PT9,Human,PT,Deltochilum sp aff komareki,1,0,0,Flood Plain
6/21/18,14:08:00,PT9,Human,PT,Scybalocanthon zischkai,2,0,0,Flood Plain
6/21/18,14:08:00,PT9,Human,PT,Canthon brunneus,9,0,0,Flood Plain
6/21/18,14:08:00,PT9,Human,PT,Onthophagus xanthomerus,4,0,0,Flood Plain
6/21/18,14:08:00,PT9,Human,PT,Onthophagus haematopus,8,0,0,Flood Plain
6/21/18,14:08:00,PT9,Human,PT,Onthophagus onorei,3,0,0,Flood Plain
6/21/18,14:08:00,PT9,Human,PT,Onthophagus rubrescens,8,0,0,Flood Plain
6/21/18,14:08:00,PT9,Human,PT,Onthophagus rhinophyllus,3,0,0,Flood Plain
6/21/18,14:08:00,PT9,Human,PT,Canthidium sp,3,0,0,Flood Plain
6/21/18,14:08:00,AT9,Human,AT,Canthon brunneus,1,0,0,Flood Plain
6/21/18,13:56:00,PT7,Human,PT,Oxysternon conspicillatum,1,0,0,Flood Plain
6/21/18,13:56:00,PT7,Human,PT,Dichotomius prietoi,2,0,0,Flood Plain
6/21/18,13:56:00,PT7,Human,PT,Canthon luteicollis,1,0,0,Flood Plain
6/21/18,13:56:00,PT7,Human,PT,Eurysternus vastiorum,1,0,0,Flood Plain
